"","id","study","author","journal","year","species","taxonomic","transmission_type","offspring_generation","acclimating","parental_developmental_stages","offspring_developmental_stages","test.env.detail","test.env","alter.env.detail","alter.env","is.natural","environmental_context","merged.environment","trait.detail","trait","neg.fitness","n1","n2","avg1","avg2","sd1","sd2","rep","RRdeta","var.RRdeta.","Geary.test.1","Geary.test.2","acclimating.1","reciprocal","days.to.maturation","duplicated.row","species.2","avg1_sd1_n1","num.shared.control.1","n1.adjusted","avg2_sd2_n2","num.shared.control.2","n2.adjusted","yi","vi","yi.adj","vi.adj"
"51",51,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F1","F1","2juvenile","2juvenile","salt","natural factor","control","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","rosette diameter","2morphological",0,5,5,80,78.679,2.531,2.954,58,0.016609482,0.000482171,67.31216278,56.7210215,"F1",1,42,FALSE,"Arabidopsis thaliana","80_2.531_5",1,5,"78.679_2.954_5",4,1.25,0.0166094816737002,0.000482170881197706,0.0161865944408929,0.00132854145885115
"52",52,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F1","F1","2juvenile","1embryonic","salt","natural factor","control","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","seed weight(ug)","2morphological",0,5,5,24.438,21.205,1.257,2.694,58,0.140552808,0.003762601,41.40245424,16.76240728,"F1",1,42,FALSE,"Arabidopsis thaliana","24.438_1.257_5",1,5,"21.205_2.694_5",1,5,0.140552808023787,0.00376260091488843,0.140552808023787,0.00376260091488843
"53",53,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F3","Continuously","2juvenile","3adult","control","control","salt","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","flowering time","3life_history",1,5,5,34.708,34.417,0.932,0.932,26,-0.008418355,0.000290895,79.30660879,78.64168361,"Continuously",1,42,FALSE,"Arabidopsis thaliana","34.708_0.932_5",6,0.833333333333333,"34.417_0.932_5",1,5,-0.00841835508645809,0.000290894956102732,-0.00877888611827228,0.00101232097108084
"54",54,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F3","Continuously","2juvenile","3adult","control","control","salt","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","flowering time in field","3life_history",1,5,5,38,39.021,1.046,0.953,26,0.02649768,0.000270852,77.36554962,87.19693055,"Continuously",0,42,FALSE,"Arabidopsis thaliana","38_1.046_5",6,0.833333333333333,"39.021_0.953_5",1,5,0.0264976802729983,0.000270852321387579,0.0261188312425274,0.0010289522567755
"55",55,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F2","Continuously","2juvenile","3adult","control","control","salt","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","flowering time","3life_history",1,5,5,34.708,34.875,0.932,0.745,26,0.00477356,0.000235494,79.30660879,99.69047071,"Continuously",1,42,FALSE,"Arabidopsis thaliana","34.708_0.932_5",6,0.833333333333333,"34.875_0.745_5",1,5,0.00477355953895014,0.000235494046227764,0.00441302850713595,0.000956920061205871
"56",56,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F2","Continuously","2juvenile","3adult","control","control","salt","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","flowering time","3life_history",1,5,5,34.708,34.333,0.932,0.745,26,-0.010888238,0.000238399,79.30660879,98.14115931,"Continuously",1,42,FALSE,"Arabidopsis thaliana","34.708_0.932_5",6,0.833333333333333,"34.333_0.745_5",1,5,-0.0108882376602912,0.000238398647028186,-0.0112487686921054,0.000959824662006293
"57",57,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F2","Continuously","2juvenile","3adult","control","control","salt","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","flowering time in field","3life_history",1,5,5,38,38.555,1.046,1.241,26,0.014527469,0.000358783,77.36554962,66.16139125,"Continuously",0,42,FALSE,"Arabidopsis thaliana","38_1.046_5",6,0.833333333333333,"38.555_1.241_5",1,5,0.0145274690943034,0.000358783246167881,0.0141486200638325,0.0011168831815558
"58",58,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F2","Continuously","2juvenile","3adult","control","control","salt","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","flowering time in field","3life_history",1,5,5,38,38.298,1.046,0.666,26,0.007765987,0.000212035,77.36554962,122.4609344,"Continuously",0,42,FALSE,"Arabidopsis thaliana","38_1.046_5",6,0.833333333333333,"38.298_0.666_5",1,5,0.00776598697788826,0.000212034940138457,0.00738713794741735,0.000970134875526373
"59",59,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F1","F1","2juvenile","3adult","control","control","salt","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","flowering time","3life_history",1,5,5,34.708,34.585,0.932,0.843,26,-0.003562839,0.000263055,79.30660879,87.368707,"F1",1,42,FALSE,"Arabidopsis thaliana","34.708_0.932_5",6,0.833333333333333,"34.585_0.843_5",1,5,-0.0035628393440232,0.000263055353153041,-0.0039233703758374,0.000984481368131148
"60",60,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F1","F1","2juvenile","3adult","control","control","salt","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","flowering time","3life_history",1,5,5,34.708,34,0.932,1.118,26,-0.020573665,0.000360496,79.30660879,64.76387361,"F1",1,42,FALSE,"Arabidopsis thaliana","34.708_0.932_5",6,0.833333333333333,"34_1.118_5",1,5,-0.0205736646079499,0.000360496020319125,-0.0209341956397641,0.00108192203529723
"61",61,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F1","F1","2juvenile","3adult","control","control","salt","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","flowering time","3life_history",1,5,5,34.708,33.25,0.932,0.559,26,-0.042959283,0.000200753,79.30660879,126.6705175,"F1",1,42,FALSE,"Arabidopsis thaliana","34.708_0.932_5",6,0.833333333333333,"33.25_0.559_5",1,5,-0.0429592826002179,0.000200753280142105,-0.0433198136320321,0.000922179295120212
"62",62,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F1","F1","2juvenile","3adult","control","control","salt","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","flowering time in field","3life_history",1,5,5,38,39.277,1.046,1.237,26,0.033076365,0.000349948,77.36554962,67.61831001,"F1",0,42,FALSE,"Arabidopsis thaliana","38_1.046_5",6,0.833333333333333,"39.277_1.237_5",1,5,0.0330763651249414,0.000349948437710796,0.0326975160944705,0.00110804837309871
"63",63,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F1","F1","2juvenile","3adult","control","control","salt","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","flowering time in field","3life_history",1,5,5,38,38.723,1.046,0.856,26,0.018820676,0.000249288,77.36554962,96.33651568,"F1",0,42,FALSE,"Arabidopsis thaliana","38_1.046_5",6,0.833333333333333,"38.723_0.856_5",1,5,0.0188206755223838,0.000249288488174694,0.0184418264919129,0.00100738842356261
"64",64,2,"Groot et al.","Plos One",2016,"Arabidopsis_thaliana","annual_plants","3biparental","F1","F1","2juvenile","3adult","control","control","salt","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","flowering time in field","3life_history",1,5,5,38,37.445,1.046,1.241,26,-0.014678901,0.000371253,77.36554962,64.25660214,"F1",0,42,FALSE,"Arabidopsis thaliana","38_1.046_5",6,0.833333333333333,"37.445_1.241_5",1,5,-0.0146789010024164,0.000371252880918399,-0.0150577500328873,0.00112935281630632
"65",65,3,"Walter et al.","Journal of Ecology",2016,"Calluna_vulgaris","perennial_plants","1maternal","F1","F1","3adult","2juvenile","control","control","heavy_rain","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","c/n ratio","1physiological",0,5,5,17.3,16.9,1.065,0.97,11,0.023442416,0.001417319,34.59331635,37.10314072,"F1",0,NA,FALSE,"Calluna vulgaris","17.3_1.065_5",2,2.5,"16.9_0.97_5",1,5,0.0234424162310053,0.00141731858261749,0.023821388131169,0.00217612410115161
"66",66,3,"Walter et al.","Journal of Ecology",2016,"Calluna_vulgaris","perennial_plants","1maternal","F1","F1","3adult","2juvenile","control","control","drought","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","c/n ratio","1physiological",0,5,5,17.3,18.3,1.065,1.11,11,-0.056183498,0.001494325,34.59331635,35.10943285,"F1",0,NA,FALSE,"Calluna vulgaris","17.3_1.065_5",2,2.5,"18.3_1.11_5",1,5,-0.056183498295131,0.00149432546129641,-0.0558045263949673,0.00225313097983053
"67",67,3,"Walter et al.","Journal of Ecology",2016,"Genista_tinctoria","perennial_plants","1maternal","F1","F1","3adult","2juvenile","control","control","heavy_rain","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","c/n ratio","1physiological",0,5,5,0.28,0.33,0.2137,0.444,11,-0.28707824,0.55087478,2.790289162,1.582802301,"F1",0,NA,FALSE,"Genista tinctoria","0.28_0.2137_5",1,5,"0.33_0.444_5",1,5,-0.287078240087869,0.550874780473391,-0.287078240087869,0.550874780473391
"68",68,3,"Walter et al.","Journal of Ecology",2016,"Genista_tinctoria","perennial_plants","1maternal","F1","F1","3adult","1embryonic","control","control","drought","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","germinating rate","3life_history",0,5,5,34,26,2.33,7.299,28,0.260852638,0.01682587,31.07554107,7.585875092,"F1",0,NA,FALSE,"Genista tinctoria","34_2.33_5",1,5,"26_7.299_5",1,5,0.260852638143071,0.0168258696954462,0.260852638143071,0.0168258696954462
"69",69,3,"Walter et al.","Journal of Ecology",2016,"Genista_tinctoria","perennial_plants","1maternal","F1","F1","3adult","2juvenile","control","control","heavy_rain","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","growth parameters branching 1-2 years","2morphological",0,5,5,0.912,0.837,0.037,0.034,25,0.085815505,0.000659314,52.49147994,52.4254593,"F1",0,NA,FALSE,"Genista tinctoria","0.912_0.037_5",2,2.5,"0.837_0.034_5",1,5,0.0858155047697488,0.000659313922335801,0.0859800986832607,0.000988664296297692
"70",70,3,"Walter et al.","Journal of Ecology",2016,"Genista_tinctoria","perennial_plants","1maternal","F1","F1","3adult","2juvenile","control","control","drought","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","growth parameters branching 1-2 years","2morphological",0,5,5,0.912,0.956,0.037,0.049,25,-0.047216039,0.0008548,52.49147994,41.54870722,"F1",0,NA,FALSE,"Genista tinctoria","0.912_0.037_5",2,2.5,"0.956_0.049_5",1,5,-0.04721603892508,0.000854799765323176,-0.0470514450115682,0.00118415013928507
"71",71,3,"Walter et al.","Journal of Ecology",2016,"Genista_tinctoria","perennial_plants","1maternal","F1","F1","3adult","2juvenile","control","control","drought","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","growth parameters height 1 year","2morphological",0,5,5,0.572,0.57,0.015,0.018,25,0.003471676,0.000337013,81.20831004,67.43697075,"F1",0,NA,FALSE,"Genista tinctoria","0.572_0.015_5",2,2.5,"0.57_0.018_5",1,5,0.00347167620345579,0.000337012618869362,0.00354044484739926,0.00047457828151464
"72",72,3,"Walter et al.","Journal of Ecology",2016,"Genista_tinctoria","perennial_plants","1maternal","F1","F1","3adult","2juvenile","control","control","drought","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","growth parameters height 1 year","2morphological",0,5,5,0.572,0.659,0.015,0.025,25,-0.141659691,0.00042542,81.20831004,56.13595418,"F1",0,NA,FALSE,"Genista tinctoria","0.572_0.015_5",2,2.5,"0.659_0.025_5",1,5,-0.141659690514697,0.00042542024165182,-0.141590921870753,0.000562985904297097
"73",73,4,"Xie et al.","Environmental Toxicology and Pharmacology",2016,"Rattus_norvegicus","vertebrates","1maternal","F1","F1","3adult","3adult","control","control","di-n-butyl phthalate","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","body weight","2morphological",0,8,8,233.2,230.2,9.39,9.73,100,0.012937633,0.000426032,68.1151921,64.88936302,"F1",0,NA,FALSE,"Rattus norvegicus","233.2_9.39_8",1,8,"230.2_9.73_8",1,8,0.0129376325966802,0.000426031651819082,0.0129376325966802,0.000426031651819082
"74",74,4,"Xie et al.","Environmental Toxicology and Pharmacology",2016,"Rattus_norvegicus","vertebrates","1maternal","F1","F1","3adult","3adult","control","control","di-n-butyl phthalate","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","ovarian weight","2morphological",0,8,8,14.17,13.61,1.216,1.16,100,0.040328477,0.001829415,31.9607754,32.17963901,"F1",0,NA,FALSE,"Rattus norvegicus","14.17_1.216_8",1,8,"13.61_1.16_8",1,8,0.0403284765486342,0.00182941489224421,0.0403284765486342,0.00182941489224421
"75",75,4,"Xie et al.","Environmental Toxicology and Pharmacology",2016,"Rattus_norvegicus","vertebrates","1maternal","F1","F1","3adult","3adult","control","control","di-n-butyl phthalate","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","progesterone","1physiological",0,8,8,9.034,9.586,2.537,2.147,38,-0.05751467,0.016196752,9.766538152,12.24577885,"F1",0,NA,FALSE,"Rattus norvegicus","9.034_2.537_8",1,8,"9.586_2.147_8",1,8,-0.0575146701695021,0.016196752204083,-0.0575146701695021,0.016196752204083
"76",76,4,"Xie et al.","Environmental Toxicology and Pharmacology",2016,"Rattus_norvegicus","vertebrates","1maternal","F1","F1","3adult","3adult","control","control","di-n-butyl phthalate","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","serum estradiol","1physiological",0,8,8,25.27,26.882,7.603,7.297,38,-0.06078647,0.020632161,9.115936334,10.10411458,"F1",0,NA,FALSE,"Rattus norvegicus","25.27_7.603_8",1,8,"26.882_7.297_8",1,8,-0.0607864702980048,0.0206321613956053,-0.0607864702980048,0.0206321613956053
"77",77,4,"Xie et al.","Environmental Toxicology and Pharmacology",2016,"Rattus_norvegicus","vertebrates","1maternal","F1","F1","3adult","3adult","control","control","di-n-butyl phthalate","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","age of estrus onset","3life_history",1,8,8,39.12,38.87,1.246,1.476,3,-0.006384384,0.000307074,86.1116351,72.228603,"F1",0,NA,FALSE,"Rattus norvegicus","39.12_1.246_8",1,8,"38.87_1.476_8",1,8,-0.00638438404619795,0.000307073819576404,-0.00638438404619795,0.000307073819576404
"78",78,4,"Xie et al.","Environmental Toxicology and Pharmacology",2016,"Rattus_norvegicus","vertebrates","1maternal","F1","F1","3adult","3adult","control","control","di-n-butyl phthalate","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","age of virginal opening","3life_history",1,8,8,37.38,37.1,1.273,1.838,3,-0.00743792,0.000451829,80.53634672,55.36170215,"F1",0,NA,FALSE,"Rattus norvegicus","37.38_1.273_8",1,8,"37.1_1.838_8",1,8,-0.0074379198561449,0.000451829421548655,-0.0074379198561449,0.000451829421548655
"79",79,5,"Leroux et al.","Genetics Selection Evolution",2017,"Coturnix coturnix","vertebrates","1maternal","F3","Continuously","1embryonic","2juvenile","control","control","genistein-injected","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","body weight","2morphological",0,10,10,106.733,102.456,98.737,92.549,100,0.042887998,0.174164772,3.334992976,3.415401781,"Continuously",0,189,FALSE,"Coturnix coturnix","106.733_98.737_10",1,10,"102.456_92.549_10",1,10,0.0428879981494257,0.174164771680471,0.0428879981494257,0.174164771680471
"80",80,5,"Leroux et al.","Genetics Selection Evolution",2017,"Coturnix coturnix","vertebrates","1maternal","F3","Continuously","1embryonic","2juvenile","control","control","genistein-injected","artificial factor","Human-mediated changes","2relatively_favourable","More favorable environment","body weight","2morphological",0,10,10,100,103.513,93.322,96.024,100,-0.034008919,0.18063866,3.305918151,3.325762537,"Continuously",0,189,FALSE,"Coturnix coturnix","100_93.322_10",1,10,"103.513_96.024_10",1,10,-0.034008918760241,0.180638659958568,-0.034008918760241,0.180638659958568
"81",81,6,"Noriyuki et al.","Evolutionary Ecology",2016,"Columba_livia","vertebrates","1maternal","F1","F1","3adult","2juvenile","control","control","bacterial infection","natural factor","Naturally-occurring fluctuations","2relatively_favourable","More favorable environment","body length","2morphological",0,8,14,7.335,7.219,0.376,0.499,100,0.01593456,0.000669861,53.50486901,53.18065541,"F1",0,140,FALSE,"Columba livia","7.335_0.376_8",1,8,"7.219_0.499_14",1,14,0.0159345603681292,0.000669860826026382,0.0159345603681292,0.000669860826026382
